file_name,folder,sub_path,data_source,period,quarter,file_type,size_kb,status,notes
"The percentage of the population in all high-level ethnic groups, excluding “White”, has increased since 2011.xlsx",ons_ethnicity,,ONS / Census ethnicity,2011,,xlsx,19.2,raw,
"Population by ethnic group, 2021, local authorities in England and Wales.xlsx",ons_ethnicity,,ONS / Census ethnicity,2021,,xlsx,98.4,raw,
Figure_1__Revisions_to_higher_geography_population_estimates_are_proportionally_smaller_than_for_output_area_estimates_ (1).csv,ons_population,,ONS mid-year population estimates,,,csv,1.4,raw,
Underlying datasheets for the population of the UK by individual country.xls,ons_population,,ONS mid-year population estimates,,,xls,4158.5,raw,
"Mid-Year Population Estimates, England and Wales, June 2024.xlsx",ons_population,,ONS mid-year population estimates,2024-06,Q1 2024/25,xlsx,19907.5,raw,
Operating-Theatres-Q1-2016-17-04532-1.xlsx,operating_theatres,operating_theatres/Operating-Theatres-2016-17,Operating theatres quarterly,2016,,xlsx,45.0,raw,
Operating-Theatres-Q3-1617-39848.xlsx,operating_theatres,operating_theatres/Operating-Theatres-2016-17,Operating theatres quarterly,2016,,xlsx,46.9,raw,
Operating-Theatres-Q4-1617-54234.xlsx,operating_theatres,operating_theatres/Operating-Theatres-2016-17,Operating theatres quarterly,2016,,xlsx,44.8,raw,
Operating-Theatres-q2-fgbdr.xlsx,operating_theatres,operating_theatres/Operating-Theatres-2016-17,Operating theatres quarterly,2016,,xlsx,45.0,raw,
Operating-Theatres-Q1-2017-18-59467.xlsx,operating_theatres,operating_theatres/Operating-Theatres-2017-18,Operating theatres quarterly,2017,,xlsx,45.5,raw,
Operating-Theatres-Q2-2017-18-53762.xlsx,operating_theatres,operating_theatres/Operating-Theatres-2017-18,Operating theatres quarterly,2017,,xlsx,44.7,raw,
Q3-2017-18-Operating-Theatres-63862-1.xlsx,operating_theatres,operating_theatres/Operating-Theatres-2017-18,Operating theatres quarterly,2017,,xlsx,45.3,raw,
Q4-2017-18-Operating-Theatres-63863.xlsx,operating_theatres,operating_theatres/Operating-Theatres-2017-18,Operating theatres quarterly,2017,,xlsx,45.6,raw,
Operating-Theatres-Q4-2018-19-okjDs8.xlsx,operating_theatres,operating_theatres/Operating-Theatres-2018-19,Operating theatres quarterly,2018,,xlsx,44.1,raw,
Q1-2018-19-Operating-Theatres-46KB.xlsx,operating_theatres,operating_theatres/Operating-Theatres-2018-19,Operating theatres quarterly,2018,,xlsx,45.6,raw,
Q2-2018-19-Operating-Theatres-revised-09.05.2019-LTUYO-.xlsx,operating_theatres,operating_theatres/Operating-Theatres-2018-19,Operating theatres quarterly,2018,,xlsx,44.4,raw,
Q3-2018-19-Operating-Theatres-revised-09.05.2019-NMADA-.xlsx,operating_theatres,operating_theatres/Operating-Theatres-2018-19,Operating theatres quarterly,2018,,xlsx,44.3,raw,
Operating-Theatres-Q1-2019-20-okjDs8.xlsx,operating_theatres,operating_theatres/Operating-Theatres-2019-20,Operating theatres quarterly,2019,,xlsx,44.0,raw,
Operating-Theatres-Q2-2019-20-okjDs8.xlsx,operating_theatres,operating_theatres/Operating-Theatres-2019-20,Operating theatres quarterly,2019,,xlsx,44.1,raw,
Operating-Theatres-Q3-2019-20-4hiU8.xlsx,operating_theatres,operating_theatres/Operating-Theatres-2019-20,Operating theatres quarterly,2019,,xlsx,44.0,raw,
Q3-2021-22-Operating-Theatres-0CWDA.xlsx,operating_theatres,operating_theatres/2021-22-Operating-Theatres,Operating theatres quarterly,2021,,xlsx,48.6,raw,
Q4-2021-22-Operating-Theatres-20230511-YUIOP.xlsx,operating_theatres,operating_theatres/2021-22-Operating-Theatres,Operating theatres quarterly,2021,,xlsx,56.9,raw,
Q1-2022-23-Operating-Theatres-20230511-YUIOP.xlsx,operating_theatres,operating_theatres/2022-23-Operating-Theatres,Operating theatres quarterly,2022,,xlsx,56.7,raw,
Q2-2022-23-Operating-Theatres-BFR23.xlsx,operating_theatres,operating_theatres/2022-23-Operating-Theatres,Operating theatres quarterly,2022,,xlsx,48.6,raw,
Q3-2022-23-Operating-Theatres-WE8JL.xlsx,operating_theatres,operating_theatres/2022-23-Operating-Theatres,Operating theatres quarterly,2022,,xlsx,56.8,raw,
Q4-2022-23-Operating-Theatres-TGJKU.xlsx,operating_theatres,operating_theatres/2022-23-Operating-Theatres,Operating theatres quarterly,2022,,xlsx,57.2,raw,
Q1-2023-24-Operating-Theatres-BREFQ.xlsx,operating_theatres,operating_theatres/2023-24-Operating-Theatres,Operating theatres quarterly,2023,,xlsx,32.9,raw,
Q2-2023-24-Operating-Theatres-AGHUY.xlsx,operating_theatres,operating_theatres/2023-24-Operating-Theatres,Operating theatres quarterly,2023,,xlsx,63.3,raw,
Q3-2023-24-Operating-Theatres-AGHET-1.xlsx,operating_theatres,operating_theatres/2023-24-Operating-Theatres,Operating theatres quarterly,2023,,xlsx,66.8,raw,
Q4-2023-24-Operating-Theatres-WCHYT-3.xlsx,operating_theatres,operating_theatres/2023-24-Operating-Theatres,Operating theatres quarterly,2023,,xlsx,63.8,raw,
Q1-2024-25-Operating-Theatres-WCAYT.xlsx,operating_theatres,operating_theatres/2024-25-Operating-Theatres,Operating theatres quarterly,2024,,xlsx,59.0,raw,
Q2-2024-25-Operating-Theatres.xlsx,operating_theatres,operating_theatres/2024-25-Operating-Theatres,Operating theatres quarterly,2024,,xlsx,30.0,raw,
Q3-2024-25-Operating-Theatres-33768-v2.xlsx,operating_theatres,operating_theatres/2024-25-Operating-Theatres,Operating theatres quarterly,2024,,xlsx,55.7,raw,
Q4-2024-25-Operating-Theatres-1.xlsx,operating_theatres,operating_theatres/2024-25-Operating-Theatres,Operating theatres quarterly,2024,,xlsx,30.3,raw,
Q1-2025-26-Operating-Theatres.xlsx,operating_theatres,operating_theatres/2025-26-Operating-Theatres,Operating theatres quarterly,2025,,xlsx,63.7,raw,
Q1-2025-26-Operating-Theatres.xlsx,operating_theatres,,Operating theatres quarterly,2025,,xlsx,63.7,raw,
Q2-2025-26-Operating-Theatres-75888.xlsx,operating_theatres,operating_theatres/2025-26-Operating-Theatres,Operating theatres quarterly,2025,,xlsx,24.7,raw,
Q3-2025-26-Operating-Theatres-PWdH1.xlsx,operating_theatres,operating_theatres/2025-26-Operating-Theatres,Operating theatres quarterly,2025,,xlsx,24.3,raw,
Q4-2025-26-Operating-Theatres-wIUSp.xlsx,operating_theatres,operating_theatres/2025-26-Operating-Theatres,Operating theatres quarterly,2025,,xlsx,24.6,raw,
Admitted-Commissioner-Apr25-XLSX-2M-revised.xlsx,rtt,rtt/RTT REFERAL 2025-2026/April 2025 data,RTT referral-to-treatment (NHS England),2025-04,Q1 2025/26,xlsx,1908.6,raw,
Admitted-Provider-Apr25-XLSX-4M-revised.xlsx,rtt,rtt/RTT REFERAL 2025-2026/April 2025 data,RTT referral-to-treatment (NHS England),2025-04,Q1 2025/26,xlsx,4393.4,raw,
Full-CSV-data-file-Apr25-ZIP-4M-revised.zip,rtt,rtt/RTT REFERAL 2025-2026/April 2025 data,RTT referral-to-treatment (NHS England),2025-04,Q1 2025/26,zip,3572.5,raw,
Incomplete-Commissioner-Apr25-XLSX-4M-revised.xlsx,rtt,rtt/RTT REFERAL 2025-2026/April 2025 data,RTT referral-to-treatment (NHS England),2025-04,Q1 2025/26,xlsx,4304.5,raw,
Incomplete-Provider-Apr25-XLSX-9M-revised.xlsx,rtt,rtt/RTT REFERAL 2025-2026/April 2025 data,RTT referral-to-treatment (NHS England),2025-04,Q1 2025/26,xlsx,8974.8,raw,
New-Periods-Commissioner-Apr25-XLSX-157K-revised.xlsx,rtt,rtt/RTT REFERAL 2025-2026/April 2025 data,RTT referral-to-treatment (NHS England),2025-04,Q1 2025/26,xlsx,156.6,raw,
New-Periods-Provider-Apr25-XLSX-350K-revised.xlsx,rtt,rtt/RTT REFERAL 2025-2026/April 2025 data,RTT referral-to-treatment (NHS England),2025-04,Q1 2025/26,xlsx,349.6,raw,
NonAdmitted-Commissioner-Apr25-XLSX-2M-revised.xlsx,rtt,rtt/RTT REFERAL 2025-2026/April 2025 data,RTT referral-to-treatment (NHS England),2025-04,Q1 2025/26,xlsx,2031.6,raw,
NonAdmitted-Provider-Apr25-XLSX-4M-revised.xlsx,rtt,rtt/RTT REFERAL 2025-2026/April 2025 data,RTT referral-to-treatment (NHS England),2025-04,Q1 2025/26,xlsx,4430.0,raw,
Admitted-Commissioner-May25-XLSX-2M-revised.xlsx,rtt,rtt/RTT REFERAL 2025-2026/May 2025 data,RTT referral-to-treatment (NHS England),2025-05,Q1 2025/26,xlsx,1911.8,raw,
Admitted-Provider-May25-XLSX-4M-revised.xlsx,rtt,rtt/RTT REFERAL 2025-2026/May 2025 data,RTT referral-to-treatment (NHS England),2025-05,Q1 2025/26,xlsx,4383.9,raw,
Full-CSV-data-file-May25-ZIP-4M-revised.zip,rtt,rtt/RTT REFERAL 2025-2026/May 2025 data,RTT referral-to-treatment (NHS England),2025-05,Q1 2025/26,zip,3550.4,raw,
Incomplete-Commissioner-May25-XLSX-4M-revised.xlsx,rtt,rtt/RTT REFERAL 2025-2026/May 2025 data,RTT referral-to-treatment (NHS England),2025-05,Q1 2025/26,xlsx,4302.7,raw,
Incomplete-Provider-May25-XLSX-9M-revised.xlsx,rtt,rtt/RTT REFERAL 2025-2026/May 2025 data,RTT referral-to-treatment (NHS England),2025-05,Q1 2025/26,xlsx,8956.8,raw,
New-Periods-Commissioner-May25-XLSX-157K-revised.xlsx,rtt,rtt/RTT REFERAL 2025-2026/May 2025 data,RTT referral-to-treatment (NHS England),2025-05,Q1 2025/26,xlsx,156.5,raw,
New-Periods-Provider-May25-XLSX-349K-revised.xlsx,rtt,rtt/RTT REFERAL 2025-2026/May 2025 data,RTT referral-to-treatment (NHS England),2025-05,Q1 2025/26,xlsx,348.8,raw,
NonAdmitted-Commissioner-May25-XLSX-2M-revised.xlsx,rtt,rtt/RTT REFERAL 2025-2026/May 2025 data,RTT referral-to-treatment (NHS England),2025-05,Q1 2025/26,xlsx,2034.9,raw,
NonAdmitted-Provider-May25-XLSX-4M-revised.xlsx,rtt,rtt/RTT REFERAL 2025-2026/May 2025 data,RTT referral-to-treatment (NHS England),2025-05,Q1 2025/26,xlsx,4422.9,raw,
Admitted-Commissioner-Jun25-XLSX-2M-revised.xlsx,rtt,rtt/RTT REFERAL 2025-2026/June 2025 data,RTT referral-to-treatment (NHS England),2025-06,Q1 2025/26,xlsx,1914.3,raw,
Admitted-Provider-Jun25-XLSX-4M-revised.xlsx,rtt,rtt/RTT REFERAL 2025-2026/June 2025 data,RTT referral-to-treatment (NHS England),2025-06,Q1 2025/26,xlsx,4411.0,raw,
Full-CSV-data-file-Jun25-ZIP-4M-revised.zip,rtt,rtt/RTT REFERAL 2025-2026/June 2025 data,RTT referral-to-treatment (NHS England),2025-06,Q1 2025/26,zip,3590.6,raw,
Incomplete-Commissioner-Jun25-XLSX-4M-revised.xlsx,rtt,rtt/RTT REFERAL 2025-2026/June 2025 data,RTT referral-to-treatment (NHS England),2025-06,Q1 2025/26,xlsx,4297.1,raw,
Incomplete-Provider-Jun25-XLSX-9M-revised.xlsx,rtt,rtt/RTT REFERAL 2025-2026/June 2025 data,RTT referral-to-treatment (NHS England),2025-06,Q1 2025/26,xlsx,9009.3,raw,
New-Periods-Commissioner-Jun25-XLSX-157K-revised.xlsx,rtt,rtt/RTT REFERAL 2025-2026/June 2025 data,RTT referral-to-treatment (NHS England),2025-06,Q1 2025/26,xlsx,156.4,raw,
New-Periods-Provider-Jun25-XLSX-351K-revised.xlsx,rtt,rtt/RTT REFERAL 2025-2026/June 2025 data,RTT referral-to-treatment (NHS England),2025-06,Q1 2025/26,xlsx,350.9,raw,
NonAdmitted-Commissioner-Jun25-XLSX-2M-revised.xlsx,rtt,rtt/RTT REFERAL 2025-2026/June 2025 data,RTT referral-to-treatment (NHS England),2025-06,Q1 2025/26,xlsx,2037.7,raw,
NonAdmitted-Provider-Jun25-XLSX-4M-revised.xlsx,rtt,rtt/RTT REFERAL 2025-2026/June 2025 data,RTT referral-to-treatment (NHS England),2025-06,Q1 2025/26,xlsx,4452.7,raw,
Admitted-Commissioner-Jul25-XLSX-2M-revised-2 (1).xlsx,rtt,rtt/RTT REFERAL 2025-2026/July 2025 data,RTT referral-to-treatment (NHS England),2025-07,Q2 2025/26,xlsx,1912.5,raw,
Admitted-Provider-Jul25-XLSX-4M-revised-2 (1).xlsx,rtt,rtt/RTT REFERAL 2025-2026/July 2025 data,RTT referral-to-treatment (NHS England),2025-07,Q2 2025/26,xlsx,4412.2,raw,
Full-CSV-data-file-Jul25-ZIP-4M-revised-2.zip,rtt,rtt/RTT REFERAL 2025-2026/July 2025 data,RTT referral-to-treatment (NHS England),2025-07,Q2 2025/26,zip,3584.3,raw,
Incomplete-Commissioner-Jul25-XLSX-4M-revised-2 (1).xlsx,rtt,rtt/RTT REFERAL 2025-2026/July 2025 data,RTT referral-to-treatment (NHS England),2025-07,Q2 2025/26,xlsx,4292.0,raw,
Incomplete-Provider-Jul25-XLSX-9M-revised-2 (1).xlsx,rtt,rtt/RTT REFERAL 2025-2026/July 2025 data,RTT referral-to-treatment (NHS England),2025-07,Q2 2025/26,xlsx,9002.1,raw,
New-Periods-Commissioner-Jul25-XLSX-157K-revised-2 (1).xlsx,rtt,rtt/RTT REFERAL 2025-2026/July 2025 data,RTT referral-to-treatment (NHS England),2025-07,Q2 2025/26,xlsx,156.6,raw,
New-Periods-Provider-Jul25-XLSX-351K-revised-2 (1).xlsx,rtt,rtt/RTT REFERAL 2025-2026/July 2025 data,RTT referral-to-treatment (NHS England),2025-07,Q2 2025/26,xlsx,350.5,raw,
NonAdmitted-Commissioner-Jul25-XLSX-2M-revised-2 (1).xlsx,rtt,rtt/RTT REFERAL 2025-2026/July 2025 data,RTT referral-to-treatment (NHS England),2025-07,Q2 2025/26,xlsx,2040.6,raw,
NonAdmitted-Provider-Jul25-XLSX-4M-revised-2 (1).xlsx,rtt,rtt/RTT REFERAL 2025-2026/July 2025 data,RTT referral-to-treatment (NHS England),2025-07,Q2 2025/26,xlsx,4455.4,raw,
Admitted-Commissioner-Aug25-XLSX-2M-revised-2.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Aug 2025 data,RTT referral-to-treatment (NHS England),2025-08,Q2 2025/26,xlsx,1900.9,raw,
Admitted-Provider-Aug25-XLSX-4M-revised-2.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Aug 2025 data,RTT referral-to-treatment (NHS England),2025-08,Q2 2025/26,xlsx,4418.9,raw,
Full-CSV-data-file-Aug25-ZIP-4M-revised-2.zip,rtt,rtt/RTT REFERAL 2025-2026/Aug 2025 data,RTT referral-to-treatment (NHS England),2025-08,Q2 2025/26,zip,3481.1,raw,
Incomplete-Commissioner-Aug25-XLSX-4M-revised-2.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Aug 2025 data,RTT referral-to-treatment (NHS England),2025-08,Q2 2025/26,xlsx,4291.5,raw,
Incomplete-Provider-Aug25-XLSX-9M-revised-2.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Aug 2025 data,RTT referral-to-treatment (NHS England),2025-08,Q2 2025/26,xlsx,9037.1,raw,
New-Periods-Commissioner-Aug25-XLSX-157K-revised-2.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Aug 2025 data,RTT referral-to-treatment (NHS England),2025-08,Q2 2025/26,xlsx,156.5,raw,
New-Periods-Provider-Aug25-XLSX-352K-revised-2.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Aug 2025 data,RTT referral-to-treatment (NHS England),2025-08,Q2 2025/26,xlsx,352.0,raw,
NonAdmitted-Commissioner-Aug25-XLSX-2M-revised-2.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Aug 2025 data,RTT referral-to-treatment (NHS England),2025-08,Q2 2025/26,xlsx,2023.4,raw,
NonAdmitted-Provider-Aug25-XLSX-4M-revised-2.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Aug 2025 data,RTT referral-to-treatment (NHS England),2025-08,Q2 2025/26,xlsx,4453.7,raw,
Admitted-Commissioner-Sep25-XLSX-2M-revised.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Sept 2025 data,RTT referral-to-treatment (NHS England),2025-09,Q2 2025/26,xlsx,1912.9,raw,
Admitted-Provider-Sep25-XLSX-4M-revised.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Sept 2025 data,RTT referral-to-treatment (NHS England),2025-09,Q2 2025/26,xlsx,4440.1,raw,
Full-CSV-data-file-Sep25-ZIP-4M-revised.zip,rtt,rtt/RTT REFERAL 2025-2026/Sept 2025 data,RTT referral-to-treatment (NHS England),2025-09,Q2 2025/26,zip,3600.3,raw,
Incomplete-Commissioner-Sep25-XLSX-4M-revised.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Sept 2025 data,RTT referral-to-treatment (NHS England),2025-09,Q2 2025/26,xlsx,4290.6,raw,
Incomplete-Provider-Sep25-XLSX-9M-revised.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Sept 2025 data,RTT referral-to-treatment (NHS England),2025-09,Q2 2025/26,xlsx,9058.9,raw,
New-Periods-Commissioner-Sep25-XLSX-157K-revised.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Sept 2025 data,RTT referral-to-treatment (NHS England),2025-09,Q2 2025/26,xlsx,156.8,raw,
New-Periods-Provider-Sep25-XLSX-353K-revised.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Sept 2025 data,RTT referral-to-treatment (NHS England),2025-09,Q2 2025/26,xlsx,352.9,raw,
NonAdmitted-Commissioner-Sep25-XLSX-2M-revised.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Sept 2025 data,RTT referral-to-treatment (NHS England),2025-09,Q2 2025/26,xlsx,2041.0,raw,
NonAdmitted-Provider-Sep25-XLSX-4M-revised.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Sept 2025 data,RTT referral-to-treatment (NHS England),2025-09,Q2 2025/26,xlsx,4478.9,raw,
Admitted-Commissioner-Oct25-XLSX-2M-SrRW6y.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Oct 2025 data,RTT referral-to-treatment (NHS England),2025-10,Q3 2025/26,xlsx,1914.9,raw,
Admitted-Provider-Oct25-XLSX-4M-SrRW6y.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Oct 2025 data,RTT referral-to-treatment (NHS England),2025-10,Q3 2025/26,xlsx,4459.0,raw,
Full-CSV-data-file-Oct25-ZIP-4M-SrRW6y.zip,rtt,rtt/RTT REFERAL 2025-2026/Oct 2025 data,RTT referral-to-treatment (NHS England),2025-10,Q3 2025/26,zip,3586.7,raw,
Incomplete-Commissioner-Oct25-XLSX-4M-SrRW6y.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Oct 2025 data,RTT referral-to-treatment (NHS England),2025-10,Q3 2025/26,xlsx,4286.2,raw,
Incomplete-Provider-Oct25-XLSX-9M-SrRW6y.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Oct 2025 data,RTT referral-to-treatment (NHS England),2025-10,Q3 2025/26,xlsx,9089.5,raw,
New-Periods-Commissioner-Oct25-XLSX-157K-SrRW6y.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Oct 2025 data,RTT referral-to-treatment (NHS England),2025-10,Q3 2025/26,xlsx,157.0,raw,
New-Periods-Provider-Oct25-XLSX-355K-SrRW6y.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Oct 2025 data,RTT referral-to-treatment (NHS England),2025-10,Q3 2025/26,xlsx,355.0,raw,
NonAdmitted-Commissioner-Oct25-XLSX-2M-SrRW6y.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Oct 2025 data,RTT referral-to-treatment (NHS England),2025-10,Q3 2025/26,xlsx,2045.6,raw,
NonAdmitted-Provider-Oct25-XLSX-4M-SrRW6y.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Oct 2025 data,RTT referral-to-treatment (NHS England),2025-10,Q3 2025/26,xlsx,4505.2,raw,
Admitted-Commissioner-Nov25-XLSX-2M-1Xmjkk.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Nov 2025 data,RTT referral-to-treatment (NHS England),2025-11,Q3 2025/26,xlsx,1905.1,raw,
Admitted-Provider-Nov25-XLSX-4M-1Xmjkk.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Nov 2025 data,RTT referral-to-treatment (NHS England),2025-11,Q3 2025/26,xlsx,4649.5,raw,
Full-CSV-data-file-Nov25-ZIP-4M-1Xmjkk.zip,rtt,rtt/RTT REFERAL 2025-2026/Nov 2025 data,RTT referral-to-treatment (NHS England),2025-11,Q3 2025/26,zip,3495.5,raw,
Incomplete-Commissioner-Nov25-XLSX-4M-1Xmjkk.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Nov 2025 data,RTT referral-to-treatment (NHS England),2025-11,Q3 2025/26,xlsx,4277.2,raw,
Incomplete-Provider-Nov25-XLSX-9M-1Xmjkk.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Nov 2025 data,RTT referral-to-treatment (NHS England),2025-11,Q3 2025/26,xlsx,9457.3,raw,
New-Periods-Commissioner-Nov25-XLSX-157K-1Xmjkk.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Nov 2025 data,RTT referral-to-treatment (NHS England),2025-11,Q3 2025/26,xlsx,157.0,raw,
New-Periods-Provider-Nov25-XLSX-370K-1Xmjkk.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Nov 2025 data,RTT referral-to-treatment (NHS England),2025-11,Q3 2025/26,xlsx,369.2,raw,
NonAdmitted-Commissioner-Nov25-XLSX-2M-1Xmjkk.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Nov 2025 data,RTT referral-to-treatment (NHS England),2025-11,Q3 2025/26,xlsx,2034.9,raw,
NonAdmitted-Provider-Nov25-XLSX-4M-1Xmjkk.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Nov 2025 data,RTT referral-to-treatment (NHS England),2025-11,Q3 2025/26,xlsx,4688.1,raw,
Admitted-Commissioner-Dec25-XLSX-2M-6jPlxd.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Dec 2025 data,RTT referral-to-treatment (NHS England),2025-12,Q3 2025/26,xlsx,1895.2,raw,
Admitted-Provider-Dec25-XLSX-4M-6jPlxd.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Dec 2025 data,RTT referral-to-treatment (NHS England),2025-12,Q3 2025/26,xlsx,4666.0,raw,
Full-CSV-data-file-Dec25-ZIP-4M-6jPlxd.zip,rtt,rtt/RTT REFERAL 2025-2026/Dec 2025 data,RTT referral-to-treatment (NHS England),2025-12,Q3 2025/26,zip,3496.4,raw,
Incomplete-Commissioner-Dec25-XLSX-4M-6jPlxd.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Dec 2025 data,RTT referral-to-treatment (NHS England),2025-12,Q3 2025/26,xlsx,4276.0,raw,
Incomplete-Provider-Dec25-XLSX-9M-6jPlxd.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Dec 2025 data,RTT referral-to-treatment (NHS England),2025-12,Q3 2025/26,xlsx,9528.0,raw,
New-Periods-Commissioner-Dec25-XLSX-157K-6jPlxd.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Dec 2025 data,RTT referral-to-treatment (NHS England),2025-12,Q3 2025/26,xlsx,156.6,raw,
New-Periods-Provider-Dec25-XLSX-372K-6jPlxd.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Dec 2025 data,RTT referral-to-treatment (NHS England),2025-12,Q3 2025/26,xlsx,371.4,raw,
NonAdmitted-Commissioner-Dec25-XLSX-2M-6jPlxd.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Dec 2025 data,RTT referral-to-treatment (NHS England),2025-12,Q3 2025/26,xlsx,2025.4,raw,
NonAdmitted-Provider-Dec25-XLSX-4M-6jPlxd.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Dec 2025 data,RTT referral-to-treatment (NHS England),2025-12,Q3 2025/26,xlsx,4709.9,raw,
Admitted-Commissioner-Jan26-XLSX-2M-WL5BiP.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Jan 2026 data,RTT referral-to-treatment (NHS England),2026-01,Q4 2025/26,xlsx,1907.2,raw,
Admitted-Provider-Jan26-XLSX-4M-WL5BiP.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Jan 2026 data,RTT referral-to-treatment (NHS England),2026-01,Q4 2025/26,xlsx,4768.3,raw,
Full-CSV-data-file-Jan26-ZIP-4M-WL5BiP.zip,rtt,rtt/RTT REFERAL 2025-2026/Jan 2026 data,RTT referral-to-treatment (NHS England),2026-01,Q4 2025/26,zip,3545.7,raw,
Incomplete-Commissioner-Jan26-XLSX-4M-WL5BiP.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Jan 2026 data,RTT referral-to-treatment (NHS England),2026-01,Q4 2025/26,xlsx,4277.1,raw,
Incomplete-Provider-Jan26-XLSX-9M-WL5BiP.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Jan 2026 data,RTT referral-to-treatment (NHS England),2026-01,Q4 2025/26,xlsx,9708.9,raw,
New-Periods-Commissioner-Jan26-XLSX-158K-WL5BiP.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Jan 2026 data,RTT referral-to-treatment (NHS England),2026-01,Q4 2025/26,xlsx,157.1,raw,
New-Periods-Provider-Jan26-XLSX-379K-WL5BiP.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Jan 2026 data,RTT referral-to-treatment (NHS England),2026-01,Q4 2025/26,xlsx,378.7,raw,
NonAdmitted-Commissioner-Jan26-XLSX-2M-WL5BiP.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Jan 2026 data,RTT referral-to-treatment (NHS England),2026-01,Q4 2025/26,xlsx,2037.1,raw,
NonAdmitted-Provider-Jan26-XLSX-4M-WL5BiP.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Jan 2026 data,RTT referral-to-treatment (NHS England),2026-01,Q4 2025/26,xlsx,4807.8,raw,
Admitted-Commissioner-Feb26-XLSX-2M-9j03fJT.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Feb 2026 data,RTT referral-to-treatment (NHS England),2026-02,Q4 2025/26,xlsx,1900.7,raw,
Admitted-Provider-Feb26-XLSX-4M-9j03fJT.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Feb 2026 data,RTT referral-to-treatment (NHS England),2026-02,Q4 2025/26,xlsx,4748.7,raw,
Full-CSV-data-file-Feb26-ZIP-4M-9j03fJT.zip,rtt,rtt/RTT REFERAL 2025-2026/Feb 2026 data,RTT referral-to-treatment (NHS England),2026-02,Q4 2025/26,zip,3502.7,raw,
Incomplete-Commissioner-Feb26-XLSX-4M-9j03fJT.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Feb 2026 data,RTT referral-to-treatment (NHS England),2026-02,Q4 2025/26,xlsx,4272.4,raw,
Incomplete-Provider-Feb26-XLSX-9M-9j03fJT.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Feb 2026 data,RTT referral-to-treatment (NHS England),2026-02,Q4 2025/26,xlsx,9680.0,raw,
New-Periods-Commissioner-Feb26-XLSX-158K-9j03fJT.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Feb 2026 data,RTT referral-to-treatment (NHS England),2026-02,Q4 2025/26,xlsx,157.7,raw,
New-Periods-Provider-Feb26-XLSX-379K-9j03fJT.xlsx,rtt,rtt/RTT REFERAL 2025-2026/Feb 2026 data,RTT referral-to-treatment (NHS England),2026-02,Q4 2025/26,xlsx,378.6,raw,
