dataset,month,source_url,local_path,bytes,sha256,retrieved_utc
dm01,2022-04,https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2023/09/DM01-APRIL-2022-full-extract_C3L10.zip,data/raw/dm01_longitudinal/dm01_2022-04.zip,1182187,9909f7674a5b4a00de0ed03e8bc0f2dd4d6f552cb61608767a50b9bb1fbb767d,2026-09-05T10:25:19.847223+00:00
dm01,2022-05,https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2023/09/DM01-MAY-2022-full-extract_C3L10.zip,data/raw/dm01_longitudinal/dm01_2022-05.zip,1327757,48bb11f5b1f9d9b43df466018875574efe372a4bc1db58f6f82a04e62392fab6,2026-09-05T10:25:19.847223+00:00
dm01,2022-06,https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2023/09/DM01-JUNE-2022-full-extract_C3L10.zip,data/raw/dm01_longitudinal/dm01_2022-06.zip,1312319,c1be1f93a410d89d8779056126a9a3c4ea00dfac623085e5d83e9f517ef7caff,2026-09-05T10:25:19.847223+00:00
dm01,2022-07,https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2023/09/DM01-JULY-2022-full-extract_C3L10.zip,data/raw/dm01_longitudinal/dm01_2022-07.zip,1304923,0ad723ccf9d32d69f955e7ac4c03e381fdd3f237cc3c7b8869f1cabb22f09435,2026-09-05T10:25:19.847223+00:00
dm01,2022-08,https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2023/09/DM01-AUGUST-2022-full-extract_C3L10.zip,data/raw/dm01_longitudinal/dm01_2022-08.zip,1347817,a8870287646054df929318dca747ec00fc8d79cdbf76e5c6a4abacd2260ab77e,2026-09-05T10:25:19.847223+00:00
dm01,2022-09,https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2023/09/DM01-SEPTEMBER-2022-full-extract_C3L10.zip,data/raw/dm01_longitudinal/dm01_2022-09.zip,1337084,65af8df3a0cd67597bfd865e4560bd8434f869e5104e9b3fdd5768a6d85887fe,2026-09-05T10:25:19.847223+00:00
dm01,2022-10,https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2023/09/DM01-OCTOBER-2022-full-extract_C3L10.zip,data/raw/dm01_longitudinal/dm01_2022-10.zip,1310059,2e295714e87bebc62f970676bba845458c4e3be1956ce963b2b60820f5c4d6e6,2026-09-05T10:25:19.847223+00:00
dm01,2022-11,https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2023/09/DM01-NOVEMBER-2022-full-extract_C3L10.zip,data/raw/dm01_longitudinal/dm01_2022-11.zip,1306924,f11ae01d57d10f749905849a937a1911a0a63ecfcc4564ed94b232ceee6f9ff9,2026-09-05T10:25:19.847223+00:00
dm01,2022-12,https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2023/09/DM01-DECEMBER-2022-full-extract_C3L10.zip,data/raw/dm01_longitudinal/dm01_2022-12.zip,1289080,9f1052a3cef4b01345524e3279a377bddbbb2ffaaed083b6164cf51ffbcc669e,2026-09-05T10:25:19.847223+00:00
dm01,2023-01,https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2023/09/DM01-JANUARY-2023-full-extract_C3L10.zip,data/raw/dm01_longitudinal/dm01_2023-01.zip,1301005,a8d319d81c7023ecee109f4b6e0b6ccc5851c22984e611115e9f35c898414892,2026-09-05T10:25:19.847223+00:00
dm01,2023-02,https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2023/04/DM01-FEBRUARY-2023-full-extract_C3L32.zip,data/raw/dm01_longitudinal/dm01_2023-02.zip,1292426,f003762e88dd0cba769f6ca62779be4286499ba5850547d7a2dc65afefbf9de5,2026-09-05T10:25:19.847223+00:00
dm01,2023-03,https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2023/05/DM01-MARCH-2023-full-extract_OLEX2.zip,data/raw/dm01_longitudinal/dm01_2023-03.zip,1185037,4dfe6a72627596dc980da04a77ae31d524802724e6c1a5fb2d2eca325d32e631,2026-09-05T10:25:19.847223+00:00
dm01,2023-04,https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2024/08/DM01-APRIL-2023-full-extract.zip,data/raw/dm01_longitudinal/dm01_2023-04.zip,1311580,c6a35af3e900bd32dc781d172019c82228e1a9b7698705354e4d2c3ef3c6dfe4,2026-09-05T10:25:19.847223+00:00
dm01,2023-05,https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2024/08/DM01-MAY-2023-full-extract.zip,data/raw/dm01_longitudinal/dm01_2023-05.zip,1322001,05fa8a157ef21c1c36953d71d76af7738dac5fab8c81de8e1b5809411d95278a,2026-09-05T10:25:19.847223+00:00
dm01,2023-06,https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2024/08/DM01-JUNE-2023-full-extract.zip,data/raw/dm01_longitudinal/dm01_2023-06.zip,1339756,ea5d941afd7b8e327066d562f1ca64fa8ffdcf492d1f58c2c798a244967858ea,2026-09-05T10:25:19.847223+00:00
